id,abbr,name,publisher,url,rank,type,category
1,TOCS,ACM Transactions on Computer Systems,ACM,http://dblp.uni-trier.de/db/journals/tocs/,A,Journal,1
2,TOS,ACM Transactions on Storage,ACM,http://dblp.uni-trier.de/db/journals/tos/,A,Journal,1
3,TCAD,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,IEEE,http://dblp.uni-trier.de/db/journals/tcad/,A,Journal,1
4,TC,IEEE Transactions on Computers,IEEE,http://dblp.uni-trier.de/db/journals/tc/index.html,A,Journal,1
5,TPDS,IEEE Transactions on Parallel and Distributed Systems,IEEE,http://dblp.uni-trier.de/db/journals/tpds/,A,Journal,1
6,TACO,ACM Transactions on Architecture and Code Optimization,ACM,http://dblp.uni-trier.de/db/journals/taco/,A,Journal,1
7,TAAS,ACM Transactions on Autonomous and Adaptive Systems,ACM,http://dblp.uni-trier.de/db/journals/taas/,B,Journal,1
8,TODAES,ACM Transactions on Design Automation of Electronic Systems,ACM,http://dblp.uni-trier.de/db/journals/todaes/,B,Journal,1
9,TECS,ACM Transactions on Embedded Computing Systems,ACM,http://dblp.uni-trier.de/db/journals/tecs/,B,Journal,1
10,TRETS,ACM Transactions on Reconfigurable Technology and Systems,ACM,http://dblp.uni-trier.de/db/journals/trets/,B,Journal,1
11,TVLSI,IEEE Transactions on Very Large Scale Integration (VLSI) Systems,IEEE,http://dblp.uni-trier.de/db/journals/tvlsi/,B,Journal,1
12,JPDC,Journal of Parallel and Distributed Computing,Elsevier,http://dblp.uni-trier.de/db/journals/jpdc/,B,Journal,1
13,JSA,Journal of Systems Architecture: Embedded Software Design,Elsevier,http://dblp.uni-trier.de/db/journals/jsa/,B,Journal,1
14,,Parallel Computing,Elsevier,https://dblp.org/db/journals/pc/index.html,B,Journal,1
15,,Performance Evaluation: An International Journal,Elsevier,https://dblp.org/db/journals/pe/index.html,B,Journal,1
16,TCC,IEEE Transactions on Cloud Computing,IEEE,https://dblp.uni-trier.de/db/journals/tcc/,B,Journal,1
17,JETC,ACM Journal on Emerging Technologies in Computing Systems,ACM,http://dblp.uni-trier.de/db/journals/jetc/,C,Journal,1
18,,Concurrency and Computation: Practice and Experience,Wiley,http://dblp.uni-trier.de/db/journals/concurrency/,C,Journal,1
19,DC,Distributed Computing,Springer,http://dblp.uni-trier.de/db/journals/dc/,C,Journal,1
20,FGCS,Future Generation Computer Systems,Elsevier,http://dblp.uni-trier.de/db/journals/fgcs,C,Journal,1
21,Integration,"Integration, the VLSI Journal",Elsevier,http://dblp.uni-trier.de/db/journals/integration,C,Journal,1
22,JETTA,Journal of Electronic Testing-Theory and Applications,Springer,https://dblp.org/db/journals/et/index.html,C,Journal,1
23,JGC,Journal of Grid computing,Springer,https://dblp.uni-trier.de/db/journals/grid/,C,Journal,1
24,RTS,Real-Time Systems,Springer,http://dblp.uni-trier.de/db/journals/rts/,C,Journal,1
25,TJSC,The Journal of Supercomputing,Springer,http://dblp.uni-trier.de/db/journals/tjs/,C,Journal,1
26,TCASI,IEEE Transactions on Circuits and Systems I: Regular Papers,IEEE,https://dblp.org/db/journals/tcasI/index.html,C,Journal,1
27,CCF-THPC,CCF Transactions on High Performance Computing,CCF,https://dblp.org/db/journals/ccfthpc/index.html,C,Journal,1
28,TSUSC,IEEE Transactions on Sustainable Computing,IEEE,https://dblp.org/db/journals/tsusc/index.html,C,Journal,1
29,PPoPP,ACM SIGPLAN Symposium on Principles & Practice of Parallel Programming,ACM,http://dblp.uni-trier.de/db/conf/ppopp/,A,Conference,1
30,FAST,USENIX Conference on File and Storage Technologies,USENIX,http://dblp.uni-trier.de/db/conf/fast/,A,Conference,1
31,DAC,Design Automation Conference,ACM,https://dblp.uni-trier.de/db/conf/dac/,A,Conference,1
32,HPCA,IEEE International Symposium on High Performance Computer Architecture,IEEE,http://dblp.uni-trier.de/db/conf/hpca/,A,Conference,1
33,MICRO,IEEE/ACM International Symposium on Microarchitecture,IEEE/ ACM,https://dblp.uni-trier.de/db/conf/micro/index.html,A,Conference,1
34,SC,"International Conference for High Performance Computing, Networking, Storage, and Analysis",IEEE,http://dblp.uni-trier.de/db/conf/sc/,A,Conference,1
35,ASPLOS,International Conference on Architectural Support for Programming Languages and Operating Systems,ACM,http://dblp.uni-trier.de/db/conf/asplos/,A,Conference,1
36,ISCA,International Symposium on Computer Architecture,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/isca/,A,Conference,1
37,ACM SIGOPS ATC,ACM SIGOPS Annual Technical Conference,ACM,http://dblp.uni-trier.de/db/conf/usenix/index.html,A,Conference,1
38,EuroSys,European Conference on Computer Systems,ACM,http://dblp.uni-trier.de/db/conf/eurosys/,A,Conference,1
39,HPDC,The International ACM Symposium on High-Performance Parallel and Distributed Computing,IEEE,http://dblp.uni-trier.de/db/conf/hpdc/,A,Conference,1
40,SoCC,ACM Symposium on Cloud Computing,ACM,http://dblp.uni-trier.de/db/conf/cloud/,B,Conference,1
41,SPAA,ACM Symposium on Parallelism in Algorithms and Architectures,ACM,http://dblp.uni-trier.de/db/conf/spaa/,B,Conference,1
42,PODC,ACM Symposium on Principles of Distributed Computing,ACM,http://dblp.uni-trier.de/db/conf/podc/,B,Conference,1
43,FPGA,ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,ACM,http://dblp.uni-trier.de/db/conf/fpga/,B,Conference,1
44,CGO,The International Symposium on Code Generation and Optimization,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/cgo/,B,Conference,1
45,DATE,"Design, Automation & Test in Europe",IEEE/ ACM,http://dblp.uni-trier.de/db/conf/date/,B,Conference,1
46,HOT CHIPS,Hot Chips: A Symposium on High Performance Chips,IEEE,https://dblp.org/db/conf/hotchips/index.html,B,Conference,1
47,CLUSTER,IEEE International Conference on Cluster Computing,IEEE,https://dblp.uni-trier.de/db/conf/cluster/,B,Conference,1
48,ICCD,International Conference on Computer Design,IEEE,http://dblp.uni-trier.de/db/conf/iccd/,B,Conference,1
49,ICCAD,International Conference on Computer-Aided Design,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/iccad/,B,Conference,1
50,ICDCS,IEEE International Conference on Distributed Computing Systems,IEEE,http://dblp.uni-trier.de/db/conf/icdcs/,B,Conference,1
51,CODES+ISSS,International Conference on Hardware/Software Co-design and System Synthesis,IEEE/ ACM,https://dblp.uni-trier.de/db/conf/codesisss/index.html,B,Conference,1
52,HiPEAC,International Conference on High Performance and Embedded Architectures and Compilers,ACM,http://dblp.uni-trier.de/db/conf/hipeac/,B,Conference,1
53,SIGMETRICS,International Conference on Measurement and Modeling of Computer Systems,ACM,http://dblp.uni-trier.de/db/conf/sigmetrics/,B,Conference,1
54,PACT,International Conference on Parallel Architectures and Compilation Techniques,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/IEEEpact/,B,Conference,1
55,ICPP,International Conference on Parallel Processing,ACM,http://dblp.uni-trier.de/db/conf/icpp/,B,Conference,1
56,ICS,International Conference on Supercomputing,ACM,http://dblp.uni-trier.de/db/conf/ics/,B,Conference,1
57,VEE,International Conference on Virtual Execution Environments,ACM,http://dblp.uni-trier.de/db/conf/vee/,B,Conference,1
58,IPDPS,IEEE International Parallel & Distributed Processing Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ipps/,B,Conference,1
59,Performance,"International Symposium on Computer Performance, Modeling, Measurements and Evaluation",ACM,http://dblp.uni-trier.de/db/conf/performance/,B,Conference,1
60,ITC,International Test Conference,IEEE,http://dblp.uni-trier.de/db/conf/itc/,B,Conference,1
61,LISA,Large Installation System Administration Conference,USENIX,http://dblp.uni-trier.de/db/conf/lisa/,B,Conference,1
62,MSST,Mass Storage Systems and Technologies,IEEE,http://dblp.uni-trier.de/db/conf/mss/,B,Conference,1
63,RTAS,IEEE Real-Time and Embedded Technology and Applications Symposium,IEEE,http://dblp.uni-trier.de/db/conf/rtas/,B,Conference,1
64,Euro-Par,European Conference on Parallel and Distributed Computing Springer,Springer,http://dblp.uni-trier.de/db/conf/europar/,B,Conference,1
65,ISCAS,IEEE International Symposium on Circuits and Systems,IEEE,http://dblp.uni-trier.de/db/conf/iscas/,B,Conference,1
66,CF,ACM International Conference on Computing Frontiers,ACM,http://dblp.uni-trier.de/db/conf/cf,C,Conference,1
67,SYSTOR,ACM International Systems and Storage Conference,ACM,http://dblp.uni-trier.de/db/conf/systor/index.html,C,Conference,1
68,NOCS,ACM/IEEE International Symposium on Networks-on-Chip,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/nocs,C,Conference,1
69,ASAP,"IEEE International Conference on Application-Specific Systems, Architectures, and Processors",IEEE,http://dblp.uni-trier.de/db/conf/asap,C,Conference,1
70,ASP-DAC,Asia and South Pacific Design Automation Conference,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/aspdac,C,Conference,1
71,ETS,IEEE European Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ets/,C,Conference,1
72,FPL,International Conference on Field-Programmable Logic and Applications,IEEE,http://dblp.uni-trier.de/db/conf/fpl/,C,Conference,1
73,FCCM,IEEE Symposium on Field-Programmable Custom Computing Machines,IEEE,http://dblp.uni-trier.de/db/conf/fccm/,C,Conference,1
74,GLSVLSI,Great Lakes Symposium on VLSI,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/glvlsi/,C,Conference,1
75,ATS,IEEE Asian Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/ats/,C,Conference,1
76,HPCC,IEEE International Conference on High Performance Computing and Communications,IEEE,http://dblp.uni-trier.de/db/conf/hpcc/,C,Conference,1
77,HiPC,"IEEE International Conference on High Performance Computing, Data and Analytics",IEEE/ ACM,http://dblp.uni-trier.de/db/conf/hipc/index.html,C,Conference,1
78,MASCOTS,"International Symposium on Modeling, Analysis, and Simulation of Computer and Telecommunication Systems",IEEE,http://dblp.uni-trier.de/db/conf/mascots/,C,Conference,1
79,ISPA,IEEE International Symposium on Parallel and Distributed Processing with Applications,IEEE,http://dblp.uni-trier.de/db/conf/ispa/,C,Conference,1
80,CCGRID,"IEEE/ACM International Symposium on Cluster, Cloud and Grid Computing",IEEE/ ACM,http://dblp.uni-trier.de/db/conf/ccgrid/,C,Conference,1
81,NPC,IFIP International Conference on Network and Parallel Computing,Springer,http://dblp.uni-trier.de/db/conf/npc/,C,Conference,1
82,ICA3PP,International Conference on Algorithms and Architectures for Parallel Processing,IEEE,http://dblp.uni-trier.de/db/conf/ica3pp/,C,Conference,1
83,CASES,"International Conference on Compilers, Architectures, and Synthesis for Embedded Systems",ACM,http://dblp.uni-trier.de/db/conf/cases/index.html,C,Conference,1
84,FPT,International Conference on Field-Programmable Technology,IEEE,http://dblp.uni-trier.de/db/conf/fpt/,C,Conference,1
85,ICPADS,International Conference on Parallel and Distributed Systems,IEEE,http://dblp.uni-trier.de/db/conf/icpads/,C,Conference,1
86,ISLPED,International Symposium on Low Power Electronics and Design,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/islped/,C,Conference,1
87,ISPD,International Symposium on Physical Design,ACM,http://dblp.uni-trier.de/db/conf/ispd/,C,Conference,1
88,HOTI,IEEE Symposium on High-Performance Interconnects,IEEE,http://dblp.uni-trier.de/db/conf/hoti/,C,Conference,1
89,VTS,IEEE VLSI Test Symposium,IEEE,http://dblp.uni-trier.de/db/conf/vts/,C,Conference,1
90,ITC-Asia,International Test Conference in Asia,IEEE,https://dblp.uni-trier.de/db/conf/itc-asia/,C,Conference,1
91,SEC,ACM/IEEE Symposium on Edge Computing,IEEE/ ACM,https://dblp.uni-trier.de/db/conf/ieeesec/index.html,C,Conference,1
92,NAS,"International Conference on Networking, Architecture and Storages",IEEE,https://dblp.uni-trier.de/db/conf/nas/index.html,C,Conference,1
93,HotStorage,USENIX Association,HotStorage,https://dblp.uni-trier.de/db/conf/hotstorage/index.html,C,Conference,1
94,APPT,International Symposium on Advanced Parallel Processing Technology,Springer,https://dblp.uni-trier.de/db/conf/appt/index.html,C,Conference,1
95,JCC,International Conference on JointCloud Computing,CCF&IEEE,https://dblp.uni-trier.de/db/conf/jointcloud/,C,Conference,1
96,JSAC,IEEE Journal on Selected Areas in Communications,IEEE,http://dblp.uni-trier.de/db/journals/jsac/,A,Journal,2
97,TMC,IEEE Transactions on Mobile Computing,IEEE,http://dblp.uni-trier.de/db/journals/tmc/,A,Journal,2
98,TON,IEEE Transactions on Networking,IEEE,http://dblp.uni-trier.de/db/journals/ton/,A,Journal,2
99,TOIT,ACM Transactions on Internet Technology,ACM,http://dblp.uni-trier.de/db/journals/toit/,B,Journal,2
100,TOMM,"ACM Transactions on Multimedia Computing, Communications and Applications",ACM,http://dblp.uni-trier.de/db/journals/tomccap/,B,Journal,2
101,TOSN,ACM Transactions on Sensor Networks,ACM,http://dblp.uni-trier.de/db/journals/tosn/,B,Journal,2
102,CN,Computer Networks,Elsevier,http://dblp.uni-trier.de/db/journals/cn/,B,Journal,2
103,TCOM,IEEE Transactions on Communications,IEEE,http://dblp.uni-trier.de/db/journals/tcom/,B,Journal,2
104,TWC,IEEE Transactions on Wireless Communications,IEEE,http://dblp.uni-trier.de/db/journals/twc/,B,Journal,2
105,,Ad Hoc Networks,Elsevier,http://dblp.uni-trier.de/db/journals/adhoc/,C,Journal,2
106,CC,Computer Communications,Elsevier,http://dblp.uni-trier.de/db/journals/comcom/,C,Journal,2
107,TNSM,IEEE Transactions on Network and Service Management,IEEE,http://dblp.uni-trier.de/db/journals/tnsm/,C,Journal,2
108,,IET Communications,IET,http://dblp.uni-trier.de/db/journals/iet-com/,C,Journal,2
109,JNCA,Journal of Network and Computer Applications,Elsevier,http://dblp.uni-trier.de/db/journals/jnca/,C,Journal,2
110,MONET,Mobile Networks and Applications,Springer,http://dblp.uni-trier.de/db/journals/monet/,C,Journal,2
111,,Networks,Wiley,http://dblp.uni-trier.de/db/journals/networks/,C,Journal,2
112,PPNA,Peer-to-Peer Networking and Applications,Springer,http://dblp.uni-trier.de/db/journals/ppna/,C,Journal,2
113,WCMC,Wireless Communications and Mobile Computing,Wiley,http://dblp.uni-trier.de/db/journals/wicomm/,C,Journal,2
114,,Wireless Networks,Springer,http://dblp.uni-trier.de/db/journals/winet/,C,Journal,2
115,IOT,IEEE Internet of Things Journal,IEEE,https://dblp.org/db/journals/iotj/index.html,C,Journal,2
116,TIOT,ACM Transactions on Internet of Things,ACM,https://dblp.uni-trier.de/db/journals/tiot/index.html,C,Journal,2
117,SIGCOMM,"ACM International Conference on Applications, Technologies, Architectures, and Protocols for Computer Communication",ACM,http://dblp.uni-trier.de/db/conf/sigcomm/index.html,A,Conference,2
118,MobiCom,ACM International Conference on Mobile Computing and Networking,ACM,http://dblp.uni-trier.de/db/conf/mobicom/,A,Conference,2
119,INFOCOM,IEEE International Conference on Computer Communications,IEEE,http://dblp.uni-trier.de/db/conf/infocom/,A,Conference,2
120,NSDI,Symposium on Network System Design and Implementation,USENIX,http://dblp.uni-trier.de/db/conf/nsdi/,A,Conference,2
121,SenSys,ACM Conference on Embedded Networked Sensor Systems,ACM,http://dblp.uni-trier.de/db/conf/sensys/,B,Conference,2
122,CoNEXT,ACM International Conference on Emerging Networking Experiments and Technologies,ACM,http://dblp.uni-trier.de/db/conf/conext/,B,Conference,2
123,SECON,"IEEE International Conference on Sensing, Communication, and Networking",IEEE,http://dblp.uni-trier.de/db/conf/secon/,B,Conference,2
124,IPSN,International Conference on Information Processing in Sensor Networks,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/ipsn/,B,Conference,2
125,MobiSys,"ACM International Conference on Mobile Systems, Applications, and Services",ACM,http://dblp.uni-trier.de/db/conf/mobisys/,B,Conference,2
126,ICNP,IEEE International Conference on Network Protocols,IEEE,http://dblp.uni-trier.de/db/conf/icnp/,B,Conference,2
127,MobiHoc,"International Symposium on Theory, Algorithmic Foundations, and Protocol Design for Mobile Networks and Mobile Computing",IEEE/ ACM,http://dblp.uni-trier.de/db/conf/mobihoc/,B,Conference,2
128,NOSSDAV,International Workshop on Network and Operating System Support for Digital Audio and Video,ACM,http://dblp.uni-trier.de/db/conf/nossdav/,B,Conference,2
129,IWQoS,IEEE/ACM International Workshop on Quality of Service,IEEE,http://dblp.uni-trier.de/db/conf/iwqos/,B,Conference,2
130,IMC,ACM Internet Measurement Conference,ACM/ USENIX,http://dblp.uni-trier.de/db/conf/imc/,B,Conference,2
131,ANCS,ACM/IEEE Symposium on Architectures for Networking and Communication Systems,IEEE/ ACM,http://dblp.uni-trier.de/db/conf/ancs/,C,Conference,2
132,APNOMS,Asia-Pacific Network Operations and Management Symposium,IFIP/ IEEE,http://dblp.uni-trier.de/db/conf/apnoms/,C,Conference,2
133,FORTE,"International Conference on Formal Techniques for Distributed Objects, Components, and Systems",Springer,http://dblp.uni-trier.de/db/conf/forte/,C,Conference,2
134,LCN,IEEE Conference on Local Computer Networks,IEEE,http://dblp.uni-trier.de/db/conf/lcn/,C,Conference,2
135,GLOBECOM,IEEE Global Communications Conference,IEEE,http://dblp.uni-trier.de/db/conf/globecom/,C,Conference,2
136,ICC,IEEE International Conference on Communications,IEEE,http://dblp.uni-trier.de/db/conf/icc/,C,Conference,2
137,ICCCN,IEEE International Conference on Computer Communications and Networks,IEEE,http://dblp.uni-trier.de/db/conf/icccn/,C,Conference,2
138,MASS,IEEE International Conference on Mobile Adhoc and Sensor Systems,IEEE,http://dblp.uni-trier.de/db/conf/mass/index.html,C,Conference,2
139,P2P,IEEE International Conference on Peer-to-Peer Computing,IEEE,http://dblp.uni-trier.de/db/conf/p2p/,C,Conference,2
140,IPCCC,IEEE International Performance Computing and Communications Conference,IEEE,http://dblp.uni-trier.de/db/conf/ipccc/,C,Conference,2
141,WoWMoM,"IEEE International Symposium on a World of Wireless, Mobile and Multimedia Networks",IEEE,http://dblp.uni-trier.de/db/conf/wowmom/,C,Conference,2
142,ISCC,IEEE Symposium on Computers and Communications,IEEE,http://dblp.uni-trier.de/db/conf/iscc/,C,Conference,2
143,WCNC,IEEE Wireless Communications and Networking Conference,IEEE,http://dblp.uni-trier.de/db/conf/wcnc/,C,Conference,2
144,Networking,IFIP International Conferences on Networking,IFIP,http://dblp.uni-trier.de/db/conf/networking/index.html,C,Conference,2
145,IM,IFIP/IEEE International Symposium on Integrated Network Management,IFIP/ IEEE,http://dblp.uni-trier.de/db/conf/im/index.html,C,Conference,2
146,MSN,"International Conference on Mobility, Sensing and Networking",IEEE,https://dblp.uni-trier.de/db/conf/msn/,C,Conference,2
147,MSWiM,"International Conference on Modeling, Analysis and Simulation of Wireless and Mobile Systems",ACM,http://dblp.uni-trier.de/db/conf/mswim/,C,Conference,2
148,WASA,The International Conference on Wireless Artificial Intelligent Computing Systems and Applications,Springer,http://dblp.uni-trier.de/db/conf/wasa/,C,Conference,2
149,HotNets,ACM The Workshop on Hot Topics in Networks,ACM,http://dblp.uni-trier.de/db/conf/hotnets/,C,Conference,2
150,APNet,Asia-Pacific Workshop on Networking,ACM,https://dblp.org/db/conf/apnet/index.html,C,Conference,2
151,TDSC,IEEE Transactions on Dependable and Secure Computing,IEEE,http://dblp.uni-trier.de/db/journals/tdsc/,A,Journal,3
152,TIFS,IEEE Transactions on Information Forensics and Security,IEEE,http://dblp.uni-trier.de/db/journals/tifs/,A,Journal,3
153,,Journal of Cryptology,Springer,http://dblp.uni-trier.de/db/journals/joc/,A,Journal,3
154,TOPS,ACM Transactions on Privacy and Security,ACM,https://dblp.org/db/journals/tissec/index.html,B,Journal,3
155,,Computers & Security,Elsevier,http://dblp.uni-trier.de/db/journals/compsec/,B,Journal,3
156,,"Designs, Codes and Cryptography",Springer,http://dblp.uni-trier.de/db/journals/dcc/,B,Journal,3
157,JCS,Journal of Computer Security,IOS Press,http://dblp.uni-trier.de/db/journals/jcs/,B,Journal,3
158,Cybersecurity,Springer,Cybersecurity,https://dblp.uni-trier.de/db/journals/cybersec/index.html,B,Journal,3
159,CLSR,Computer Law & Security Review,Elsevier,https://dblp.org/db/journals/clsr/index.html,C,Journal,3
160,,EURASIP Journal on Information Security,Springer,http://dblp.uni-trier.de/db/journals/ejisec/,C,Journal,3
161,,IET Information Security,IET,http://dblp.uni-trier.de/db/journals/iet-ifs/,C,Journal,3
162,IMCS,Information and Computer Security,Emerald,http://dblp.uni-trier.de/db/journals/imcs/,C,Journal,3
163,IJICS,International Journal of Information and Computer Security,Inderscience,http://dblp.uni-trier.de/db/journals/ijics/,C,Journal,3
164,IJISP,International Journal of Information Security and Privacy,IGI Global,http://dblp.uni-trier.de/db/journals/ijisp/,C,Journal,3
165,JISA,Journal of Information Security and Applications,Elsevier,https://dblp.uni-trier.de/db/journals/istr/,C,Journal,3
166,SCN,Security and Communication Networks,Wiley,http://dblp.uni-trier.de/db/journals/scn/,C,Journal,3
167,HCC,High-Confidence Computing,Elsevier,https://www.journals.elsevier.com/high-confidence-computing,C,Journal,3
168,CCS,ACM Conference on Computer and Communications Security,ACM,http://dblp.uni-trier.de/db/conf/ccs/,A,Conference,3
169,EUROCRYPT,International Conference on the Theory and Applications of Cryptographic Techniques,Springer,http://dblp.uni-trier.de/db/conf/eurocrypt/,A,Conference,3
170,S&P,IEEE Symposium on Security and Privacy,IEEE,http://dblp.uni-trier.de/db/conf/sp/,A,Conference,3
171,CRYPTO,International Cryptology Conference,Springer,http://dblp.uni-trier.de/db/conf/crypto/,A,Conference,3
172,USENIX Security,USENIX Security Symposium,USENIX Association,http://dblp.uni-trier.de/db/conf/uss/,A,Conference,3
173,NDSS,Network and Distributed System Security Symposium,ISOC,http://dblp.uni-trier.de/db/conf/ndss/,A,Conference,3
174,ACSAC,Annual Computer Security Applications Conference,IEEE,https://dblp.uni-trier.de/db/conf/acsac/index.html,B,Conference,3
175,ASIACRYPT,Annual International Conference on the Theory and Application of Cryptology and Information Security,Springer,https://dblp.uni-trier.de/db/conf/asiacrypt/index.html,B,Conference,3
176,ESORICS,European Symposium on Research in Computer Security,Springer,https://dblp.uni-trier.de/db/conf/esorics/index.html,B,Conference,3
177,FSE,Fast Software Encryption,Springer,https://dblp.uni-trier.de/db/conf/fse/index.html,B,Conference,3
178,CSFW,IEEE Computer Security Foundations Workshop,IEEE,https://dblp.uni-trier.de/db/conf/csfw/index.html,B,Conference,3
179,SRDS,IEEE International Symposium on Reliable Distributed Systems,IEEE,https://dblp.uni-trier.de/db/conf/srds/index.html,B,Conference,3
